id,text,refined_tweets,in_reply_to_user,ids_intweets,original_tweets
826146884808962050,b'Character is what allows you to reach the top and stay there. \xe2\x80\x94 reading Mindset: The New Psychology of Success by Carol Dweck',charact allow reach top stay read mindset the new psycholog success carol dweck,,[],charact allow reach top stay read mindset the new psycholog success carol dweck
824617511886938112,b'Anyone here who can help me conduct a nation-wide survey ( on a very large scale ) ?',anyon help conduct nationwid survey larg scale,,[],anyon help conduct nationwid survey larg scale
823209747037954049,"b'Happy to share that Lean In India has reached 10,000 people across India !! #LeanInTogether #LeanInIndia &lt;3 https://t.co/PPFBRgilOP'",happi share lean In india reach peopl across india leanintogeth leaninindia lt3,,[],happi share lean In india reach peopl across india leanintogeth leaninindia lt3
817401779130429440,b'Anyone knows about any coding bootcamps ( with scholarships ) happening in next 4 months?',anyon know code bootcamp scholarship happen next month,,[],anyon know code bootcamp scholarship happen next month
814482048178155520,b'Exactly what I needed to plan my 2017 !! Thanks Mel Robbins !!... https://t.co/3tRrxNCDp5',exactli I need plan thank mel robbin,,[],exactli I need plan thank mel robbin
809289512505458688,"b'HRD Ministry: The termination of BHU VC GC Tripathi, for  his sexist comments about female students. - Sign the... https://t.co/bmUX0qrXkx'",hrd ministri the termin bhu VC GC tripathi sexist comment femal student sign,,[],hrd ministri the termin bhu VC GC tripathi sexist comment femal student sign
807588700381216769,b'2016 was full of taking small initiatives and small achievements. At the end of every year I list down the things... https://t.co/CVi4T8PKHD',full take small initi small achiev At end everi year I list thing,,[],full take small initi small achiev At end everi year I list thing
807588698237898752,b'2016 was full of taking small initiatives and small achievements. At the end of every year I list down the things... https://t.co/b7W863HWCI',full take small initi small achiev At end everi year I list thing,,[],full take small initi small achiev At end everi year I list thing
804534421344911365,"b'"" Don\'t let fear become a thief , it will steal so many precious things "" These two authors made feel special and... https://t.co/g7fdnH1csF'",dont let fear becom thief steal mani preciou thing these two author made feel special,,[],dont let fear becom thief steal mani preciou thing these two author made feel special
804407076688531456,b'Already Enrolled to Thrive Global E-Course... 2017 would be my year of thriving #LeanIn https://t.co/Sm4jp5lnea',alreadi enrol thrive global ecours would year thrive leanin,,[],alreadi enrol thrive global ecours would year thrive leanin
804362772075061248,b'Canada Prime Minister on Lean In Canada. I wish we could get Narendra Modi to speak about Leaning In in India... https://t.co/aKZzilvsWL',canada prime minist lean In canada I wish could get narendra modi speak lean In india,,[],canada prime minist lean In canada I wish could get narendra modi speak lean In india
804247100015968256,"b'Adobe India at Grace Hopper Conference of Women In Computing , India... https://t.co/wVk0qnHN15'",adob india grace hopper confer woman In comput india,,[],adob india grace hopper confer woman In comput india
804016277312278528,b'https://t.co/yx9Of3Vie3',,,[],
803947514869202944,b'#Mansplaining https://t.co/lOWk6bIIrf',mansplain,,[],mansplain
802617382866808832,"b'"" too sweet to be a leader "" , "" you should be more firm "" , "" too slow "" ...I love when authors like Susan Cain... https://t.co/IlSnuomNR5'",sweet leader firm slow I love author like susan cain,,[],sweet leader firm slow I love author like susan cain
799965194692612097,b'Why Lean In in India ??\nHere is why ....  \ndo share !! https://t.co/WEsiShjPkW',whi lean In india here share,,[],whi lean In india here share
799598553341435904,b'Finally found time to upload the next video :) Do watch and let me know what you think about it... https://t.co/3c13WO7sw2',final found time upload next video Do watch let know think,,[],final found time upload next video Do watch let know think
797702722724265984,b'Lean In Women of Color is drafting viable women of color candidates that should be considered for the U.S.... https://t.co/yEy8ZfmeAG',lean In woman color draft viabl woman color candid consid US,,[],lean In woman color draft viabl woman color candid consid US
797081479918522368,"b'""She was representative of those things in a country where the average person finds it easier to pair words like... https://t.co/R40VpYTbxp'",she repres thing countri averag person find easier pair word like,,[],she repres thing countri averag person find easier pair word like
796760785301147648,b'Women for the U.S. Supreme Court - Sign the Petition! https://t.co/EgFYLDJ1y6 via @ChangeOrg_India',woman US suprem court sign petit via,,['ChangeOrg_India'],woman US suprem court sign petit via
796760751964700672,b'Women for the U.S. Supreme Court - Sign the Petition! https://t.co/rmjkAaKIg1',woman US suprem court sign petit,,[],woman US suprem court sign petit
796760560314372096,b'Women for the U.S. Supreme Court - Sign the Petition! https://t.co/PrSCJbohFg',woman US suprem court sign petit,,[],woman US suprem court sign petit
796081821754626048,"b'In India , I am a \'Woman In Computing\'. In States, I become an \' ""Indian"" Woman in Computing\' .'",In india I woman In comput In state I becom indian woman comput,,[],In india I woman In comput In state I becom indian woman comput
795607542726557700,"b'One of the many takeaways from Google ABI Retreat, Facebook pre-programming and Grace Hopper Celebration of Women... https://t.co/hwli9YtN0Y'",one mani takeaway googl abi retreat facebook preprogram grace hopper celebr woman,,[],one mani takeaway googl abi retreat facebook preprogram grace hopper celebr woman
794059045443432448,"b'I will be conducting a Facebook Live Lean In Moderator Training session at noon, on the 6th of November.This half... https://t.co/FUZrSoUH7b'",I conduct facebook live lean In moder train session noon novemberthi half,,[],I conduct facebook live lean In moder train session noon novemberthi half
792298612088672256,"b'RT @LeanInIndia: Get ready for a FB Live Lean In Moderator Training session by president @KhuranaSanya. For more details,check out https://\xe2\x80\xa6'",get readi FB live lean In moder train session presid for detailscheck,,"['LeanInIndia', 'KhuranaSanya.']", 
792271924831391744,"b'Anyone here experienced in building leadership team for a non-profit chapter? How to assign roles, formally... https://t.co/TW7XgA9e58'",anyon experienc build leadership team nonprofit chapter how assign role formal,,[],anyon experienc build leadership team nonprofit chapter how assign role formal
789867265508405249,"b'Bye bye GHC :( \xe2\x80\x94 travelling to New Delhi, India'",bye bye ghc travel new delhi india,,[],bye bye ghc travel new delhi india
789655742454329345,b'https://t.co/hGznlsckvU',,,[],
788954344028725248,b'Awesome swags at RedHat at GHC16 #LifeAtRedHat https://t.co/StTjNXfgDp',awesom swag redhat ghc16 lifeatredhat,,[],awesom swag redhat ghc16 lifeatredhat
788487613275602944,b'Just had my first virtual reality experience with Oculus !! IT WAS AWSOME \xf3\xbe\x8c\xb8 #fbghc16',just first virtual realiti experi oculu IT wa awsom fbghc16,,[],just first virtual realiti experi oculu IT wa awsom fbghc16
788447696151453696,b'Connection cards activity by Kunbi Adeyemo at #fbghc16 @LeanInOrg https://t.co/a1GInbi1s7',connect card activ kunbi adeyemo fbghc16,,['LeanInOrg'],connect card activ kunbi adeyemo fbghc16
788441021726101504,b'Lean in CSE Circle Session at Facebook pre programming GHC session :) @LeanInOrg #fbghc16 https://t.co/YRLxo8zI7P',lean cse circl session facebook pre program ghc session fbghc16,,['LeanInOrg'],lean cse circl session facebook pre program ghc session fbghc16
788413090601644032,b'@zefrosnbrick on how to crack interviews at #fbghc16 https://t.co/aXLoB0ctjz',crack interview fbghc16,zefrosnbrick,['zefrosnbrick'],crack interview fbghc16
788412856840495104,b'Code lab session #fbghc16 https://t.co/2IiFG0wSmE',code lab session fbghc16,,[],code lab session fbghc16
788227636644356096,b'Facebook pre-programming session!! Highlight : Interaction with Facebook team and 50 scholars  #fbghc16 #Day1',facebook preprogram session highlight interact facebook team scholar fbghc16 day1,,[],facebook preprogram session highlight interact facebook team scholar fbghc16 day1
785543448602419201,"b'As a teenager , I had so many fears and never believed in myself.. one reason for me to start lean in circle was... https://t.co/yRDx8LGEkc'",As teenag I mani fear never believ one reason start lean circl,,[],As teenag I mani fear never believ one reason start lean circl
785213952489684993,"b'Here comes my updates personal website...... Any comments, suggestions and feedback will be appreciated...... https://t.co/tb3KQBo2k8'",here come updat person websit ani comment suggest feedback appreci,,[],here come updat person websit ani comment suggest feedback appreci
779591302644113408,b'Another year of Lean In.. Have already come a long way and I am sure there is a long way to go :) So much has... https://t.co/Z7HPkK1BQs',anoth year lean In have alreadi come long way I sure long way go So much,,[],anoth year lean In have alreadi come long way I sure long way go So much
779236292382994432,b'RT @tricksy0207: #RHForumIndia Amazing technology to be seen and know about! \n@redhatopen keep up the good work!',rhforumindia amaz technolog seen know keep good work,,"['tricksy0207', 'redhatopen']", 
776458264947154945,"b'Thanks to Facebook, I will be in Houston, Texas for 6 days in October for Grace Hopper Celebration of Women in... https://t.co/PgK7aEXGIO'",thank facebook I houston texa day octob grace hopper celebr woman,,[],thank facebook I houston texa day octob grace hopper celebr woman
776100948158676993,b'This reminds me of my first lean in circle meeting and how I started it ... Go Tanya !! I am waiting to hear more... https://t.co/B7yszd9X6a',thi remind first lean circl meet I start Go tanya I wait hear,,[],thi remind first lean circl meet I start Go tanya I wait hear
776036854307164160,"b'If a man says the word ""academy,"" the listener might assume that he\xe2\x80\x99s speaking about a school, but when a woman... https://t.co/KVJUkEUPjY'",If man say word academi listen might assum speak school woman,,[],If man say word academi listen might assum speak school woman
774620854961438720,b'Introducing to you Transparan-she... !! Solution to all our problems.. I am so buying this &lt;3 Anyone else... https://t.co/DG62LHoVoC',introduc transparansh solut problem I buy lt3 anyon el,,[],introduc transparansh solut problem I buy lt3 anyon el
773916016820772864,b'Cheers to Ashley &lt;3 &lt;3 https://t.co/BccSajDYMN',cheer ashley lt3 lt3,,[],cheer ashley lt3 lt3
773796347644350464,b'Thank You Rashmeet Kaur \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f https://t.co/ZmlJ32U5aS',thank you rashmeet kaur,,[],thank you rashmeet kaur
770877578232012800,"b""RT @amyjccuddy: At dinner:\nGuy sitting next to us says to server: I teach math. But people hate math.\nServer: People don't hate math; they\xe2\x80\xa6""",At dinner guy sit next u say server I teach math but peopl hate math server peopl dont hate math they…,,['amyjccuddy'], 
770578200254619648,"b'Adobe Launches Women In Technology Scholarship \nfor the first time in India !\nApplications open for submission,... https://t.co/tUKC7BjYNo'",adob launch woman In technolog scholarship first time india applic open submiss,,[],adob launch woman In technolog scholarship first time india applic open submiss
769406791985815552,"b""It was an honour to represent my country at Lean In Regional Leaders Conference'16. \n- With FB COO, Sheryl Sandberg https://t.co/dfuv1i5E90""",It honour repres countri lean In region leader conference16 with FB coo sheryl sandberg,,[],It honour repres countri lean In region leader conference16 with FB coo sheryl sandberg
769405267935100928,b'Thank you @sherylsandberg and @LeanInOrg for supporting @LeanInIndia \xe2\x9d\xa4\xef\xb8\x8f https://t.co/Ry2sFkzgvm',thank support,,"['sherylsandberg', 'LeanInOrg', 'LeanInIndia']",thank support
768447554631639044,"b'""A classic, f*ck-you feminist battle guide.\xe2\x80\x9d -@ilazer on the new book from @jess7bennett #feministfightclub https://t.co/vqYf8eSMFo'",A classic fckyou feminist battl guid new book feministfightclub,,['jess7bennett'],A classic fckyou feminist battl guid new book feministfightclub
768445489750630406,"b'""The first rule of the Feminist Fight Club: We fight patriarchy not each other."" Check out the new book from New... https://t.co/dSOJUNGSMU'",the first rule feminist fight club We fight patriarchi check new book new,,[],the first rule feminist fight club We fight patriarchi check new book new
766843479045660672,b'Assembled is giving one student a GHC Ticket ... Apply for it :) https://t.co/v9hU7QutNB',assembl give one student ghc ticket appli,,[],assembl give one student ghc ticket appli
760693596920147969,"b'RT @LeanInOrg: ""If at first you don\'t succeed, you\'ll know you\'re aiming high enough."" -@AdamMGrant #Originals https://t.co/yPhHdG8CuE'",If first dont succeed youll know your aim high enough origin,,['LeanInOrg'], 
759080387716972544,"b""She wrote a book three years ago .. and today I can't imagine my life without Lean In .\n\nI can't wait for the new... https://t.co/0Xc9dKoqO1""",she wrote book three year ago today I cant imagin life without lean In I cant wait new,,[],she wrote book three year ago today I cant imagin life without lean In I cant wait new
757931466772901888,b'Finally... We launch Lean In India. Tomorrow &lt;3 Super excited to #LeanInTogether .. \n\nSpecial Thanks to Rashmeet... https://t.co/GU7sr1RiAU',final We launch lean In india tomorrow lt3 super excit leanintogeth special thank rashmeet,,[],final We launch lean In india tomorrow lt3 super excit leanintogeth special thank rashmeet
757295475930333184,b'The day I will get tired of programming applications..... I will start programming Music &lt;3... https://t.co/p2rPZ19Oy6',the day I get tire program applic I start program music lt3,,[],the day I get tire program applic I start program music lt3
757069592418213888,b'Happy Birthday @amyjccuddy ... Celebrate a powerful birthday. \xe2\x9d\xa4\xef\xb8\x8f #PowerPose #Presence',happi birthday celebr power birthday powerpos presenc,,['amyjccuddy'],happi birthday celebr power birthday powerpos presenc
756524871463669760,b'5 days to go .... \n\nLean in India launching on 27th July \n\nRegister for the Girls in Tech event and be a part of... https://t.co/Os2gna1lPC',day go lean india launch juli regist girl tech event part,,[],day go lean india launch juli regist girl tech event part
755291509725990912,b'Go Linda !! https://t.co/s2Hh9wvYvB',Go linda,,[],Go linda
755095194752708608,b'Farewell speech is not my thing... so here is how I do it.. :)... https://t.co/lE9txsuyjN',farewel speech thing I,,[],farewel speech thing I
755093913938132992,b'Farewell speeches are not my thing.. so here is how I do it ... :)... https://t.co/9zpQVMpQmh',farewel speech thing I,,[],farewel speech thing I
751790968735731712,"b'In efforts to challenge the status quo, originals often ignore their opponents. If someone is already resisting a... https://t.co/kvU8VVgxEK'",In effort challeng statu quo origin often ignor oppon If someon alreadi resist,,[],In effort challeng statu quo origin often ignor oppon If someon alreadi resist
749694747007127552,"b'Reading about procrastination ... And thinking about all my incomplete projects ... :P Especially, GirlGorithm :D... https://t.co/raFc2qcaBv'",read procrastin and think incomplet project P especi girlgorithm D,,[],read procrastin and think incomplet project P especi girlgorithm D
749549566978985984,"b'RT @AdamMGrant: Spontaneous giving and calculated greed: research suggests our instincts are generous, but we often override them. https://\xe2\x80\xa6'",spontan give calcul greed research suggest instinct gener often overrid,,['AdamMGrant'], 
749198086199803905,b'Another woman who encouraged me to be proud of myself ... Zainab Ghadiyali... I will never forget this... https://t.co/RACSIXTSN2',anoth woman encourag proud zainab ghadiyali I never forget,,[],anoth woman encourag proud zainab ghadiyali I never forget
746781803873198080,b'Here comes the first video of the Lean In India Series ... Not a perfect one... just a baby step :) \n\nLooking... https://t.co/vDWymAGUm0',here come first video lean In india seri not perfect one babi step look,,[],here come first video lean In india seri not perfect one babi step look
746213636780154881,"b'I , along with my friend Rashmeet Kaur are launching Lean In India YouTube Channel on 25th June 2016. In these... https://t.co/2WrRT8pGWE'",I along friend rashmeet kaur launch lean In india youtub channel june In,,[],I along friend rashmeet kaur launch lean In india youtub channel june In
746212977875910657,"b'I , along with my Rashmeet Kaur are launching Lean In India YouTube Channel on 25th June 2016. In these videos we... https://t.co/LDB4NYugqy'",I along rashmeet kaur launch lean In india youtub channel june In video,,[],I along rashmeet kaur launch lean In india youtub channel june In video
746210253688045568,"b'""Behind every successful woman is another successful woman.""\n\nBehind all my big and small achievements since last... https://t.co/tYpoN932z7'",behind everi success woman anoth success woman behind big small achiev sinc last,,[],behind everi success woman anoth success woman behind big small achiev sinc last
745830760502988800,"b'I am glad I got the opportunity to mentor Shakira Ndagire through Learn IT, Girl. Shakira , you are the best... https://t.co/P8plhTS5Ld'",I glad I got opportun mentor shakira ndagir learn IT girl shakira best,,[],I glad I got opportun mentor shakira ndagir learn IT girl shakira best
745830641288228864,"b'Just got a new Learn IT, Girl certificate via @Accredible for ""Learn IT, Girl"" second edition mentor! https://t.co/l9CaIhdrCk'",just got new learn IT girl certif via learn IT girl second edit mentor,,['Accredible'],just got new learn IT girl certif via learn IT girl second edit mentor
728841058205896705,b'RT @nualafmurphy: @PlusGuidance \xe2\x9d\xa4\xef\xb8\x8f ur vote: help me #voom 2 #PitchToRich https://t.co/XE2fyWxWvK\nB/C #maternalmentalhealthmatters #pnd plz\xe2\x80\xa6',help voom pitchtorich b/c maternalmentalhealthmatt pnd plz…,,"['nualafmurphy', 'PlusGuidance']", 
728830955557822466,"b""Shout out to Nuala Murphy's #voom project Happy Mummy Happy Baby.\nHappyMummyHappyBaby is a mental health and... https://t.co/fsjyEmliRC""",shout nuala murphi voom project happi mummi happi babi happymummyhappybabi mental health,,[],shout nuala murphi voom project happi mummi happi babi happymummyhappybabi mental health
728623104482639872,"b'Today, after an year of officially launching Lean In at Indira Gandhi Delhi Technical University for Women with... https://t.co/82f1j8mPph'",today year offici launch lean In indira gandhi delhi technic univers woman,,[],today year offici launch lean In indira gandhi delhi technic univers woman
727549480480833536,b'Because you have to move fast and break things ;) https://t.co/V6pi6nwDrA',becaus move fast break thing,,[],becaus move fast break thing
726813899266215936,"b'Completed Give and Take, started Originals @AdamMGrant :)'",complet give take start origin,,['AdamMGrant'],complet give take start origin
726708269922709504,"b'"" In the deepest sense of the word, a friend is someone who sees more potential in you than you see in yourself,... https://t.co/pGf2EVFaH9'",In deepest sen word friend someon see potenti see,,[],In deepest sen word friend someon see potenti see
726469082954915840,"b""It's easy to post your achievements on social media , but you need strength to share your failures and fears .... https://t.co/jIgt0y319s""",it easi post achiev social medium need strength share failur fear,,[],it easi post achiev social medium need strength share failur fear
726108680601501697,"b'"" Explore and fail as much as you can in these four year . It fears you up for real life "" - Rashmeet Kaur ,... https://t.co/aRkbA7zOMc'",explor fail much four year It fear real life rashmeet kaur,,[],explor fail much four year It fear real life rashmeet kaur
725670667736080384,b'Why So Many Smart People Aren\xe2\x80\x99t Happy https://t.co/9JCscvaTf9',whi So mani smart peopl aren happi,,[],whi So mani smart peopl aren happi
725011490894303232,"b'So it is not just Indian Men :/\n\n"" increases in spousal income lead men to do less housework than they otherwise... https://t.co/yH3IGBb5yo'",So indian men increas spousal incom lead men le housework otherwis,,[],So indian men increas spousal incom lead men le housework otherwis
725010381974818816,b'More power to Lean In Women Veterans Chapter :) \nWay to go Cordila Jochim and Erika Cashin &lt;3 :) https://t.co/bO5Z6COyWM',more power lean In woman veteran chapter way go cordila jochim erika cashin lt3,,[],more power lean In woman veteran chapter way go cordila jochim erika cashin lt3
724201317376233472,"b""RT @AdamMGrant: If you want people to be generous, you don't need to offer incentives. You just need to remove the disincentives.""",If want peopl gener dont need offer incent you need remov disincent,,['AdamMGrant'], 
724201212564795392,b'\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f https://t.co/FMMnH94GKK',,,[],
723219504289832960,b'Same to you Mark Zuckerberg and team ;) https://t.co/iIcwT1oOII',same mark zuckerberg team,,[],same mark zuckerberg team
723143621046734851,b'Observed this is amongst my high-school friends/classmates - most girls posts selfie with a quote about... https://t.co/bv9KbVanVK',observ amongst highschool friends/classm girl post selfi quot,,[],observ amongst highschool friends/classm girl post selfi quot
721251637877026817,"b""RT @AdamMGrant: When leaders clash with the culture, firms perform better. The best leaders bring something that's missing: https://t.co/2J\xe2\x80\xa6""",when leader clash cultur firm perform better the best leader bring someth that miss,,['AdamMGrant'], 
720061994649264128,b'It worked :D @tweetytestbot @namratab94',It work D,tweetytestbot,"['tweetytestbot', 'namratab94']",It work D
719983385704136704,b'@namratab94 the bot has bugs .... It will be back soon :D :P',D P,namratab94,['namratab94'],D P
719957431594274819,b'Are you there tweety test bot? #leanin',are tweeti test bot leanin,,[],are tweeti test bot leanin
719956558956724224,b'Yes it does :D  https://t.co/krw57bpoWC',ye D,,[],ye D
719956145943654400,b'Testing my first Twitter bot with #leanin',test first twitter bot leanin,,[],test first twitter bot leanin
719910855488344064,b'OMG! https://t.co/pdQUXFNrM5',omg,,[],omg
718521182937460736,b'I will be interning in ADOBE SYSTEM this summer. :D :D Yayyyyy!! \n\nAnother BIG THANK YOU to LEAN IN. \n\nLeaning in... https://t.co/iGz45YnwwL',I intern adob system summer D D yayyyyy anoth big thank you lean IN lean,,[],I intern adob system summer D D yayyyyy anoth big thank you lean IN lean
718447366873817088,"b'""Your Lean In Circle believes in you when you can\'t believe in yourslef"" - Jana Farrill Morrelli\n\n3 reason to... https://t.co/fgGjmN7D3C'",your lean In circl believ cant believ yourslef jana farril morrelli reason,,[],your lean In circl believ cant believ yourslef jana farril morrelli reason
715575693778620416,"b""RT @AdamMGrant: Gender bias in politics: Hillary Clinton is liked when she has power but not when she's seeking it. https://t.co/SQLCtvtqA1""",gender bia polit hillari clinton like power she seek,,['AdamMGrant'], 
714866824685293569,"b'RT @AdamMGrant: Overheard an extravert being told he was stifling introverts. His stunned reply: ""There are introverts on my team?!"" https:\xe2\x80\xa6'",overheard extravert told stifl introvert hi stun repli there introvert team,,['AdamMGrant'], 
714149953426235392,b'Probably the only DRAGON I am not scared of...... https://t.co/kw32drbRJA',probabl dragon I scare,,[],probabl dragon I scare
713232442891436032,"b'To all men leaning in for gender equality,\n\nShare how you play your part for the women and girls in your life by... https://t.co/GlFlPYq4fh'",To men lean gender equal share play part woman girl life,,[],To men lean gender equal share play part woman girl life
713230627970023424,b'#AllStarDad https://t.co/MpxPfNU2Mz',allstardad,,[],allstardad
712327973349634048,"b'When I was reading Lean In 2 years ago, I still remember relating myself to each and every incident to the book.... https://t.co/GPkrUcStC7'",when I read lean In year ago I still rememb relat everi incid book,,[],when I read lean In year ago I still rememb relat everi incid book
710530269984346112,b'RT @LeanInOrg: On taking a risk to do what you love. One woman shares how she overcame loss and found meaning in her work. #LeanIn https://\xe2\x80\xa6',On take risk love one woman share overcam loss found mean work leanin,,['LeanInOrg'], 
710530061464702976,"b""RT @LeanInOrg: The first ever all-female flight crew touched down in Saudi Arabia \xe2\x80\x94 a country where women still can't drive cars. https://t\xe2\x80\xa6""",the first ever allfemal flight crew touch saudi arabia countri woman still cant drive car,,['LeanInOrg'], 
709809280602406912,b'@namratab94 This is awesome :D THANKS :)',D thank,namratab94,['namratab94'],D thank
709772486896844800,b'Selected to receive the Scholarship by Tata Trusts &amp; Google India for the Udacity Android Developer Nanodegree program \xe2\x80\x94 feeling happy',select receiv scholarship tata trust amp googl india udac android develop nanodegre program feel happi,,[],select receiv scholarship tata trust amp googl india udac android develop nanodegre program feel happi
709455693032476672,"b'""Arianna shows that sleep is not just vital for our health but also critical in helping us achieve our goals.... https://t.co/jnwnTdWQOF'",arianna show sleep vital health also critic help u achiev goal,,[],arianna show sleep vital health also critic help u achiev goal
707796597023887361,"b""RT @AdamMGrant: #LikeAGirl introduces emojis showing women's strength at work &amp; in sports. Congrats @lucywalkerfilm @michelebaeten! https:/\xe2\x80\xa6""",likeagirl introduc emoji show woman strength work amp sport congrat,,"['AdamMGrant', 'lucywalkerfilm', 'michelebaeten!']", 
707265650159267840,"b""This women's day , not dropping any opportunity , I want to give a Shout Out to two very special women in my life... https://t.co/dJkiiHQp79""",thi woman day drop opportun I want give shout out two special woman life,,[],thi woman day drop opportun I want give shout out two special woman life
705690721315991554,b'RT @tricksy0207: You can cast your vote here! :)\nhttps://t.co/GX6DEJstYR https://t.co/ZkOAjwFEy3',you cast vote,,['tricksy0207'], 
705690368914825216,b'#GIFparty\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 https://t.co/9b69M9Z9Kc',gifparty,,[],gifparty
705107981378007040,b'RT @AdamMGrant: I would rather have a drink with someone who\xe2\x80\x99s searching for the truth than someone who\xe2\x80\x99s found it.\n-Vaclav Havel: https://\xe2\x80\xa6',I would rather drink someon search truth someon found vaclav havel,,['AdamMGrant'], 
705107947840405506,"b""RT @AdamMGrant: Livestream @amyjccuddy. Won't stand like Wonder Woman. Will cover power of powerless poses. https://t.co/ngnSrJgiTO https:/\xe2\x80\xa6""",livestream wont stand like wonder woman will cover power powerless pose,,"['AdamMGrant', 'amyjccuddy.']", 
705107847147720704,"b'RT @jigyasa_grover: The stage is all set. Lights, Camera, Action ! Go @WomenWhoCode at @VMwareIN Bangalore :) https://t.co/oVvfFLEpm8'",the stage set light camera action Go,,"['jigyasa_grover', 'WomenWhoCode', 'VMwareIN']", 
705107763966291968,"b'RT @jigyasa_grover: ""Why women ?"" You are truly inspiring @alaina :) #WWCode https://t.co/pt9dgHuflU'",whi woman you truli inspir wwcode,,"['jigyasa_grover', 'alaina']", 
705107712317612032,"b'RT @WomenWhoCode: ""You can change the world with passion and hard work."" Our #WWCode Directors around the world are doing just that. https:\xe2\x80\xa6'",you chang world passion hard work our wwcode director around world,,['WomenWhoCode'], 
705107631057215488,"b'RT @AdamMGrant: This cartoon says a lot about why people, relationships, and companies fail.\n\nVia @rebrebele: https://t.co/r5cmavubHI'",thi cartoon say lot peopl relationship compani fail via,,"['AdamMGrant', 'rebrebele']", 
705070306625351680,b'I would like to see a girl coding Emoji :D #LikeAGirl https://t.co/ju3ucwEMdh',I would like see girl code emoji D likeagirl,,[],I would like see girl code emoji D likeagirl
705050658055913472,"b'Adam Grant, Susan Caine and Amy Cudy chatting about Powerless Communication and Power Poses \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f https://t.co/c6ft7Ha01Y'",adam grant susan cain ami cudi chat powerless commun power pose,,[],adam grant susan cain ami cudi chat powerless commun power pose
703989078144864258,"b'""Remember no one can make you feel inferior without your consent."" - Eleanor Roosevelt thanks for sharing @melrobbins'",rememb one make feel inferior without consent eleanor roosevelt thank share,,['melrobbins'],rememb one make feel inferior without consent eleanor roosevelt thank share
703977518714388480,b'RT @melrobbins: I\xe2\x80\x99m not telling you it\xe2\x80\x99s going to be easy - I\xe2\x80\x99m telling you it\xe2\x80\x99s going to be worth it.',I tell go easi I tell go worth,,['melrobbins'], 
703949107639943168,"b'RT @AdamMGrant: Nervous about public speaking, or just want more practice? Virtual reality platform simulates a crowd: https://t.co/FMALuHT\xe2\x80\xa6'",nervou public speak want practic virtual realiti platform simul crowd,,['AdamMGrant'], 
703850856374861824,"b'At GHCI, I am so glad I got the opportunity to meet Ankita Shukla , an amazing woman, an Open Source Enthusiast... https://t.co/YU3CiDGwOo'",At ghci I glad I got opportun meet ankita shukla amaz woman open sourc enthusiast,,[],At ghci I glad I got opportun meet ankita shukla amaz woman open sourc enthusiast
702587494722723840,"b'RT @LeanInCanada: Men are assumed to be good managers, but #women have to prove it: https://t.co/6xgIKlad5n #genderequality #leanin https:/\xe2\x80\xa6'",men assum good manag woman prove genderequ leanin,,['LeanInCanada'], 
702586796996071424,"b""RT @melrobbins: Today's #wcw goes out to the fearless #leader and COO @facebook @sherylsandberg \xf0\x9f\x92\x81\xf0\x9f\x8f\xbb\xf0\x9f\x92\xa1\xf0\x9f\x97\x9d\xf0\x9f\x94\x93 #leadership #quoteoftheday https://t.\xe2\x80\xa6""",today wcw goe fearless leader coo leadership quoteoftheday,,"['melrobbins', 'facebook', 'sherylsandberg']", 
702489210972827648,"b'RT @AdamMGrant: When women collaborate with men, they get less credit for their contributions. https://t.co/XmXyqyv4lP https://t.co/ItJ274y\xe2\x80\xa6'",when woman collabor men get le credit contribut,,['AdamMGrant'], 
702489137815752704,b'This event was amazing :) Truly enjoyed @AdamMGrant @sherylsandberg  https://t.co/l7uJDuWyRk',thi event amaz truli enjoy,,"['AdamMGrant', 'sherylsandberg']",thi event amaz truli enjoy
701745611058458624,b'Why ambiverts outperform extroverts and introverts (Wired UK) https://t.co/KQAnNqhAAh',whi ambivert outperform extrovert introvert wire UK,,[],whi ambivert outperform extrovert introvert wire UK
701479194270642176,b'@jigyasa_grover May be some other issue',may issu,KhuranaSanya,['jigyasa_grover'],may issu
701479100750254086,b'@jigyasa_grover https://t.co/MKwnBgyVH2',,jigyasa_grover,['jigyasa_grover'],
701470440682684416,"b""@jigyasa_grover It's working on my phone :P""",P,jigyasa_grover,['jigyasa_grover'],P
701348873965416449,b'The movement has started .... Inviting women and men all over the country to join .. #LeanInIndia #LeanIn... https://t.co/F3kILWMQFH',the movement start invit woman men countri join leaninindia leanin,,[],the movement start invit woman men countri join leaninindia leanin
701299845093396480,"b""@AdamMGrant's Give&amp;Take is as overwhelming (for me) as @sherylsandberg's lean in. No doubt they are good friends.""",giveamptak overwhelm lean No doubt good friend,AdamMGrant,"[""AdamMGrant's"", ""sherylsandberg's""]",giveamptak overwhelm lean No doubt good friend
